"Entity_Name","Address","Floor","Borough","State","Zip","AED_NumPersonTrained","AED_NumAeds","Latitude","Longitude","Community_District","Council_District","Census_Tract_2010","NTA_Code","BBL","BIN","Location Point","Location Type","Last Updated"
"APHIS PPQ & Field Ops - Spotted Lanternfly Program NY-East Region","246-5 Rockaway Blvd","Floor 2","Queens","New York","11413","1","1","40.65030099","-73.75694755","413","31","66400","QN05",,,"POINT (-73.75694755 40.65030099)","Ferries & Other Transportation",
"Rowgatta","31 WEST 14 STREET","Ground Floor, behind front desk","Manhattan","New York","10011","2","1","40.73650026","-73.9947858","105","2","5400","MN13","1008160022","1015289","POINT (-73.9947858 40.73650026)","Businesses & Commercial Spaces",
"Cravath, Swaine & Moore LLP","389 NINTH AVENUE","FL 27","Manhattan","New York","10001","40","1","40.75216196","-73.9972028","104","3","10300","MN13","1007297505","1000000","POINT (-73.9972028 40.75216196)","Businesses & Commercial Spaces",
"The River School","425 East 35 Street","2nd Floor -By Room 209 (Medical Office)","Manhattan","New York","10016","7","1","40.74427302","-73.97259067","106","4","8601","MN19","1009670002","1089385","POINT (-73.97259067 40.74427302)","School",
"Selendy & Gay","1290 6th Avenue","FL 18","Manhattan","New York","10104","10","1","40.76085011","-73.97971672","105","4","10400","MN17","1012670001","1034510","POINT (-73.97971672 40.76085011)","Businesses & Commercial Spaces",
"Francis Lewis High School","58-20 Utopia Parkway","3RD FLOOR OUTSIDE ROOM 314","Queens","New York","11365","27","1","40.74071593","-73.79282959","411","20","141700","QN48","4068820001","4148763","POINT (-73.79282959 40.74071593)","School",
"P.S. 133 Fred R Moore","2121 Fifth Avenue","outside staircase D","Manhattan","New York","10037","10","1","40.8096653","-73.93987119","111","9","20600","MN03","1017550001","1054276","POINT (-73.93987119 40.8096653)","Public Schools",
"P.S. X015 Institute for Environmental Learning","2195 Andrews Avenue","4th Floor, outside the library","Bronx","New York","10453","11","1","40.85880386","-73.90974531","207","14","25500","BX30","2032240009","2096013","POINT (-73.90974531 40.85880386)","Public Schools",
"United Talent Agency, LLC","888 SEVENTH AVENUE","8- Kitchen","Manhattan","New York","10106","0","1","40.76500854","-73.98041579","105","6","13700","MN17","1010280029","1024895","POINT (-73.98041579 40.76500854)","Businesses & Commercial Spaces",
"Morgan Stanley - 1585 Broadway","1585 Broadway","FL 11","Manhattan","New York","10036","11","1","40.76020869","-73.98533366","105","3","12500","MN17","1010197502","1076193","POINT (-73.98533366 40.76020869)","Businesses & Commercial Spaces",
"Academy of American Studies","40-11 28th Street","FL 03 - Outside Elevator","Queens","New York","11101","1","1","40.7523833","-73.93664946","401","26","3300","QN68","4004040001","4617686","POINT (-73.93664946 40.7523833)","Public Schools","03/10/2025"
"Maxwell-Kates Inc","65 WEST 13 STREET","Level C - gym","Manhattan","New York","10011","9","1","40.736138","-73.99607043","102","2","6300","MN23","1005777502","1009706","POINT (-73.99607043 40.736138)","Businesses & Commercial Spaces",
"Tarter Krinsky & Drogin, LLP","1350 BROADWAY","12th Floor Kitchen","Manhattan","New York","10018","1","1","40.75129947","-73.98765638","105","4","10900","MN17","1008110031","1080606","POINT (-73.98765638 40.75129947)","Businesses & Commercial Spaces",
"Beam Suntory - NY Global Office","11 Madison Ave","Ste 1200","Manhattan","New York","10010","3","2","40.74161044","-73.98744887","105","2","1005","MN13","1008547501","1088910","POINT (-73.98744887 40.74161044)","Businesses & Commercial Spaces","11/04/2024"
"New Dawn Charter High School","242 Hoyt Street","Main Entrance","Brooklyn","New York","11217","9","1","40.68289462","-73.99029031","306","39","6900","BK38","3004090038","3006570","POINT (-73.99029031 40.68289462)","School",
"Three World Trade Center","175 Greenwich Street","28th Fl./Locker Bay","Manhattan","New York","10019","17","1","40.71096789","-74.01235777","101","1","1300","MN25","1000580001","1088797","POINT (-74.01235777 40.71096789)","Businesses & Commercial Spaces",
"Fordham University Bronx Location","441 East Fordham Road","Faber Hall lobby","Bronx","New York","10458","0","1","40.86072673616","-73.88953366191","206","15","39700","BX06","2032730001","2102025","POINT (-73.889533661913 40.860726736162)","Colleges & Universities","03/27/2025"
"P.S. 064 Joseph P. Addabbo","82-01 101 Avenue","MAIN ENTRANCE","Queens","New York","11416","7","1","40.68116435","-73.85691819","409","32","4200","QN53","4090530014","4188214","POINT (-73.85691819 40.68116435)","Public Schools",
"P.S. 046 Edgar Allan Poe","2760 Briggs Avenue","main entrance","Bronx","New York","10458","13","1","40.86761695","-73.89051646","207","15","40501","BX05","2032950001","2127331","POINT (-73.89051646 40.86761695)","Public Schools",
"P.S./I.S. 104 The Fort Hamilton School - Annex","415 89th Street","4th Floor","Brooklyn","New York","11209","7","1","40.61992359","-74.0280857","310","47","16000","BK31","3060650043","3154215","POINT (-74.0280857 40.61992359)","Public Schools",
"P.S. 034 Franklin D. Roosevelt","730 East 12 Street","3rd Floor Near Stairway A","Manhattan","New York","10009","16","1","40.72646558","-73.97518128","103","2","2800","MN28","1003810038","1004564","POINT (-73.97518128 40.72646558)","Public Schools",
"P.S. 150 Manhattan","28 TRINITY PLACE","room 610B - Tony Kunin's Office","Manhattan","New York","10006","12","1","40.70697138","-74.01350761","101","1","1300","MN25","1000197501","1090972","POINT (-74.01350761 40.70697138)","Public Schools",
"Columbia University - Kraft Center for Jewish Life","606 West 115th Street","Main Lobby (by elevators)","Manhattan","New York","10027","1","1","40.8075952","-73.96504366","109","7","3000","MN09","1018960030","1087387","POINT (-73.96504366 40.8075952)","Colleges & Universities","09/06/2024"
"Origins High School","3000 Avenue X","Outside Room 217","Brooklyn","New York","11235","8","1","40.59411733","-73.93769677","315","46","62600","BK17","3074250002","3203631","POINT (-73.93769677 40.59411733)","School",
"P.S. 097 Bronx","2500 Fish Ave","Outside room 322","Bronx","New York","10469","10","1","40.86319797","-73.84723721","211","13","31400","BX31","2044740001","2129029","POINT (-73.84723721 40.86319797)","Public Schools",
"Loeb & Loeb LLP","345 PARK AVENUE","Floor 19 Pantry Lexington Ave. Side","Manhattan","New York","10154","12","1","40.75816441","-73.97324549","105","4","10000","MN19","1013060001","1036460","POINT (-73.97324549 40.75816441)","Businesses & Commercial Spaces",
"J.H.S. 104 Simon Baruch","330 East 21 Street","Main Entrance","Manhattan","New York","10010","9","1","40.73608704","-73.98066248","106","2","6400","MN21","1009260001","1081671","POINT (-73.98066248 40.73608704)","Public Schools",
"333 West 57th Street","333 West 52nd Street","Lobby","Manhattan","New York","10019","10","1","40.76418601","-73.98671178","104","3","13300","MN15","1010430013","1025240","POINT (-73.98671178 40.76418601)","Businesses & Commercial Spaces",
"Eleven Times Square","11 Times Square","26th Floor Outside Service Elevator (SN: B08i-01806)","Manhattan","New York","10036","44","17","40.75689078","-73.9900232","105","3","11300","MN17","1010137501","1087978","POINT (-73.9900232 40.75689078)","Businesses & Commercial Spaces",
"Origins High School","3000 Avenue X","Outside Room 317","Brooklyn","New York","11235","8","1","40.59411733","-73.93769677","315","46","62600","BK17","3074250002","3203631","POINT (-73.93769677 40.59411733)","School",
"Gantry Plaza State Park","4-44 47th Road","Main Park Admin Building","Queens","New York","11101","0","1","40.74555566","-73.95733878","402","26","100","QN31","4000190021","4594828","POINT (-73.95733878 40.74555566)","Parks & Recreation",
"P.S. 150 Manhattan","28 TRINITY PLACE","5th floor outside of stairwell A","Manhattan","New York","10006","12","1","40.70697138","-74.01350761","101","1","1300","MN25","1000197501","1090972","POINT (-74.01350761 40.70697138)","Public Schools",
"Equinox","10 COLUMBUS AVENUE","FL C2","Manhattan","New York","10019","19","3","40.76956546","-73.98452651","107","6","14500","MN14","1011310031","1076229","POINT (-73.98452651 40.76956546)","Health Clubs & Gyms",
"P.S. 188 The Island School","442 East Houston Street","Outside Room 521A","Manhattan","New York","10002","12","1","40.71959049","-73.97790392","103","2","2000","MN28","1003560100","1004349","POINT (-73.97790392 40.71959049)","Public Schools",
"League Treatment Center","2211 Church Avenue","Room 306","Brooklyn","New York","11226","20","3","40.65041667712","-73.95817466247","314","40","79602","BK60","3050890071","3116881","POINT (-73.958174662466 40.650416677118)","Health & Social Services","05/13/2025"
"Equinox","817 LEXINGTON AVENUE",,"Manhattan","New York","10065","4","1","40.76453047","-73.96648868","108","4","11402","MN40","1013977505","1042055","POINT (-73.96648868 40.76453047)","Health Clubs & Gyms",
"Mendes & Mount LLP","750 SEVENTH AVENUE","22nd floor / hallway","Manhattan","New York","10019","8","1","40.76074642","-73.98352505","105","3","12500","MN17","1010210026","1024795","POINT (-73.98352505 40.76074642)","Businesses & Commercial Spaces",
"River East Elementary","2351 First Avenue","Main Entrance","Manhattan","New York","10035","7","1","40.79887757","-73.93331827","111","8","19400","MN34","1017970100","1054786","POINT (-73.93331827 40.79887757)","School",
"P.S. 152 Gwendoline N. Alleyne School","33-52 62 Street","Outside of Room 326","Queens","New York","11377","10","1","40.75302979","-73.90012229","402","25","29300","QN63","4011840014","4027102","POINT (-73.90012229 40.75302979)","Public Schools",
"Equinox","2465 BROADWAY","-","Manhattan","New York","10025","4","1","40.79180701","-73.97386393","107","6","17900","MN12","1012390052","1033599","POINT (-73.97386393 40.79180701)","Health Clubs & Gyms",
"Capital Preparatory (CP) Harlem Charter School","52 East 130th Street","main entrance","Manhattan","New York","10035","10","1","40.80870634","-73.93790332","111","9","20600","MN03","1017540020","1054233","POINT (-73.93790332 40.80870634)","School",
"Williamsburg Collegiate Middle School","157 WILSON STREET","Main Entrance","Brooklyn","New York","11211","20","1","40.70601601","-73.96147592","301","34","53500","BK72","3021770001","3059906","POINT (-73.96147592 40.70601601)","School",
"70 Washington Street Condominiums","70 Washington Street","-","Brooklyn","New York","11201","1","15","40.70217385","-73.98965634","302","33","2100","BK38","3000457501","3388734","POINT (-73.98965634 40.70217385)","Businesses & Commercial Spaces","01/20/2025"
"New York State Department of Housing","92-31 UNION HALL STREET","Multiple Floors","Queens","New York","11433","25","8","40.70378809","-73.79764429","412","27","44601","QN61","4101020004","4215623","POINT (-73.79764429 40.70378809)","Government Buildings & Services",
"The Blackstone Group","345 PARK AVENUE","16th floor / west pantry","Manhattan","New York","10154","33","1","40.75816441","-73.97324549","105","4","10000","MN19","1013060001","1036460","POINT (-73.97324549 40.75816441)","Businesses & Commercial Spaces",
"Outreach Development Corporation","1614 WEIRFIELD STREET","FL 01","Manhattan","New York","11385","10","1","40.69726348","-73.90559759","405","34","55500","QN20","4035500014","4085599","POINT (-73.90559759 40.69726348)","Health & Social Services",
